#t dx dy dz
1.344 0.2981 2.9976 -0.4035
1.345 0.0536 3.2272 -0.3672
1.346 -0.0551 3.1970 -0.4771
1.347 -0.2081 3.3884 -0.1492
1.348 -0.2946 3.5697 -0.1609
1.349 -0.1180 3.8334 -0.1819
1.35 -0.0841 3.7326 0.0051
1.351 0.1340 3.9168 -0.2338
1.352 0.1031 3.8248 0.1370
1.353 -0.1646 4.0446 0.1128
1.354 -0.3342 3.6613 0.6967
1.355 -0.2534 3.6651 0.2240
1.356 -0.5381 3.5184 -0.0498
1.357 -0.5200 3.5553 -0.0091
1.358 -0.4660 3.5680 -0.2772
1.359 -0.4428 3.7089 -0.1478
1.36 -0.3965 4.2023 0.0978
1.361 -0.4105 4.1207 0.1859
1.362 -0.5462 3.5139 0.3782
1.363 -0.1100 3.4718 0.1011
1.364 -0.4257 3.5368 -0.0238
1.365 -0.6114 3.5270 -0.0628
1.366 -0.4106 3.6466 -0.2062
1.367 -0.4595 4.0097 -0.0315
1.368 -0.0544 3.9286 0.4510
1.369 -0.3516 3.9919 0.5232
1.37 -0.6581 3.9863 0.3691
1.371 -0.7517 3.9695 0.5812
1.372 -0.7727 3.8527 0.4727
1.373 -0.7984 3.9391 0.5969
1.374 -0.9014 3.9108 0.6080
1.375 -0.8903 4.1087 0.4280
1.376 -0.6511 4.0644 0.2113
1.377 -0.6993 4.4673 -0.2314
1.378 -0.5862 4.2641 -0.3909
1.379 -0.2272 3.9984 -0.2889
1.38 0.0129 4.3015 0.0228
1.381 0.1822 4.2352 -0.2664
1.382 -0.0418 4.1935 0.0784
1.383 -0.2870 4.3556 -0.0681
1.384 -0.1854 4.3107 -0.0590
1.385 -0.2174 4.3278 -0.1222
1.386 -0.2297 4.5114 -0.1998
1.387 -0.1266 4.5367 -0.2472
1.388 0.0278 4.3754 -0.1365
1.389 -0.1233 4.0288 -0.0798
1.39 0.1305 3.9121 -0.1540
1.391 0.0833 4.1944 -0.4481
1.392 0.1036 4.4363 -0.4180
1.393 0.0953 4.3050 -0.4536
1.394 0.0975 4.3394 -0.1448
1.395 0.1774 4.5008 0.1768
1.396 0.4077 4.7000 0.0340
1.397 0.3810 4.7446 -0.0406
1.398 0.3341 4.6753 -0.1656
1.399 0.4021 4.6540 -0.2198
1.4 0.5719 4.7606 -0.2094
1.401 0.4439 4.7249 -0.2278
1.402 0.6881 4.7269 -0.3272
1.403 0.6111 4.9266 -0.1499
1.404 0.4679 4.7588 -0.1783
1.405 0.2356 4.7049 -0.1646
1.406 0.4187 4.4274 -0.1456
1.407 0.5909 4.3112 -0.1158
1.408 0.5799 4.3806 -0.2084
1.409 0.5281 4.3830 0.0459
1.41 0.2607 4.4194 0.1616
1.411 0.5384 4.3218 0.3382
1.412 0.5090 4.2888 0.2488
1.413 0.5206 4.1953 -0.2096
1.414 0.3997 4.0820 -0.1194
1.415 0.4058 3.8731 -0.2402
1.416 0.4109 3.4345 -0.3471
1.417 0.3239 3.6227 -0.4681
1.418 0.1244 3.7927 -0.4509
1.419 0.3849 3.8979 -0.3757
1.42 0.3916 3.8113 -0.2029
1.421 0.3705 3.8343 -0.0510
1.422 0.3531 3.8509 0.2974
1.423 0.6207 4.2452 0.2891
1.424 0.3885 4.0823 0.3434
1.425 0.2444 3.7137 0.1659
1.426 0.2086 3.5425 -0.2432
1.427 0.0907 3.5739 -0.0640
1.428 0.2514 3.5160 -0.2238
1.429 0.1955 3.4585 -0.4262
1.43 0.2752 3.4264 -0.8599
1.431 0.3912 3.2563 -0.8861
1.432 0.1376 3.0015 -1.0221
1.433 0.1826 2.7602 -1.0920
1.434 0.3459 2.7920 -1.0704
1.435 0.4969 2.9618 -1.2573
1.436 0.1948 3.1907 -1.6166
1.437 0.0646 3.1740 -1.6850
1.438 0.0275 2.8773 -1.7939
1.439 -0.4201 2.5007 -2.1536
1.44 -0.1409 2.3265 -1.9627
1.441 -0.0782 1.8575 -2.1048
1.442 -0.0461 1.9002 -2.0645
1.443 0.0037 2.3450 -2.1679
1.444 0.0249 2.2754 -2.1263
1.445 -0.3998 2.4085 -2.0519
1.446 -0.2812 2.5222 -2.0496
1.447 -0.4147 2.3534 -1.7664
1.448 -0.2689 2.2138 -1.9699
1.449 -0.4161 2.2967 -1.6865
1.45 -0.4097 2.1855 -1.7874
1.451 -0.4680 2.1666 -1.6431
1.452 -0.3694 2.0151 -1.4008
1.453 -0.2452 1.9486 -0.9412
1.454 -0.3278 1.9782 -0.4780
1.455 -0.0896 2.0206 -0.3243
1.456 -0.1207 2.2102 -0.2221
1.457 0.0037 2.0246 -0.5656
1.458 0.1755 1.7285 -0.6267
1.459 0.2484 1.9129 -0.5549
1.46 -0.0214 1.8395 -0.3269
1.461 -0.0105 1.4008 -0.2619
1.462 -0.1133 1.4447 -0.3325
1.463 0.2258 1.3808 -0.3243
1.464 0.1478 1.4486 -0.5775
1.465 0.4152 1.3422 -0.5131
1.466 0.6426 1.9343 -0.2417
1.467 0.8267 1.9478 -0.2641
1.468 0.6400 1.7351 -0.1884
1.469 0.8108 1.4857 -0.3700
1.47 0.7081 1.2844 -0.2276
1.471 0.7575 1.3146 -0.5903
1.472 0.7010 1.4662 -0.5890
1.473 0.9346 1.1952 -0.7303
1.474 0.7479 1.4456 -0.5725
1.475 0.8258 1.4733 -0.7456
1.476 0.8001 1.3086 -0.6653
1.477 0.3705 1.3072 -0.4014
1.478 0.5114 1.2166 -0.1381
1.479 0.7053 1.1372 -0.3447
1.48 0.2403 1.0362 0.2609
1.481 0.0386 0.8631 0.3988
1.482 0.1674 0.7792 0.1291
1.483 -0.1907 0.2797 0.0733
1.484 -0.4795 0.5078 -0.1244
1.485 -0.3230 0.8457 -0.3900
1.486 -0.4458 0.6373 -0.4257
1.487 -0.5128 0.6913 -0.1712
1.488 -0.6987 0.6633 -0.4380
1.489 -0.9283 0.6719 -0.6156
1.49 -1.0919 0.6879 -0.5452
1.491 -0.7938 0.6590 -0.2115
1.492 -0.5607 0.3156 -0.2611
1.493 -0.8061 0.5966 -0.4563
1.494 -0.8545 0.6466 -0.5956
1.495 -0.8953 0.6224 -0.5793
1.496 -0.8417 0.3490 -1.1479
1.497 -0.7718 0.4071 -1.3282
1.498 -0.9506 0.3838 -1.2637
1.499 -0.6306 0.0605 -1.2700
1.5 -0.2808 -0.0346 -1.4688
1.501 -0.3553 0.0916 -1.4852
1.502 -0.3207 0.1006 -1.5749
1.503 -0.1932 -0.1643 -1.4564
1.504 -0.0102 -0.7708 -1.2650
1.505 -0.3142 -0.8775 -1.2465
1.506 -0.2665 -0.9616 -1.0799
1.507 -0.0479 -1.1316 -0.9540
1.508 0.3757 -0.6536 -1.0087
1.509 0.8009 -0.4084 -1.1101
1.51 0.8597 -0.5693 -1.0192
1.511 0.5001 -0.2947 -0.7205
1.512 0.7774 -0.5482 -0.6529
1.513 0.8339 -1.1708 -0.6500
1.514 0.8736 -1.4571 -0.7611
1.515 0.9196 -1.4102 -0.4726
1.516 0.8009 -1.4385 -0.8174
1.517 0.9044 -1.3975 -0.6884
1.518 0.7567 -1.5478 -0.5177
1.519 0.6418 -1.5469 -0.6846
1.52 0.8263 -1.6709 -0.5767
1.521 0.8586 -1.4820 -0.3365
1.522 0.8720 -1.4141 -0.4867
1.523 0.8983 -1.6465 -0.0530
1.524 0.9851 -1.3702 -0.2195
1.525 1.0261 -1.7337 0.0855
1.526 1.0019 -1.8031 0.1020
1.527 1.0954 -1.6236 0.3437
1.528 0.7033 -1.6711 0.5331
1.529 0.9675 -1.4225 0.9856
1.53 0.9237 -1.4716 0.9349
1.531 0.7730 -1.4122 1.0065
1.532 0.5697 -1.6114 0.9748
1.533 0.6752 -1.6636 0.9961
1.534 0.3563 -1.3665 0.9386
1.535 0.3205 -1.2054 0.9099
1.536 0.2677 -1.2755 0.8701
1.537 0.1770 -1.4578 0.8738
1.538 0.0904 -1.1658 0.5957
1.539 0.1615 -1.3116 0.7920
1.54 -0.1897 -1.3575 0.8500
1.541 -0.3253 -1.2593 0.9765
1.542 -0.1233 -1.1275 1.0683
1.543 0.1070 -1.1643 1.2394
1.544 0.0598 -0.8944 1.1454
1.545 0.1629 -0.9007 1.0141
1.546 0.1902 -0.9547 0.9709
1.547 0.2229 -1.2562 0.8816
1.548 0.4484 -1.5244 0.6919
1.549 0.5676 -1.6087 0.5626
1.55 0.5364 -1.9545 0.8314
1.551 0.1815 -2.1789 0.9587
1.552 0.3417 -2.4563 1.0899
1.553 0.5209 -2.7525 1.2993
1.554 0.5759 -2.6446 1.3758
1.555 0.7325 -2.7049 1.3877
1.556 0.6589 -2.8928 1.0952
1.557 0.6845 -3.0381 1.5564
1.558 1.1201 -3.1123 1.6806
1.559 1.0299 -3.3302 1.5290
1.56 1.2914 -3.3361 1.9576
1.561 1.3629 -3.2131 2.2553
1.562 1.1579 -3.4435 2.3329
1.563 1.0124 -3.4196 2.3628
1.564 1.1798 -3.7445 2.1132
1.565 0.8935 -3.8902 2.2782
1.566 0.9903 -3.8078 1.6698
1.567 1.1625 -3.7432 1.2136
1.568 1.1955 -4.0208 1.2333
1.569 1.3350 -4.3325 1.0518
1.57 1.3969 -4.0078 0.9824
1.571 1.2501 -3.9510 0.9246
1.572 1.1282 -3.7750 0.9334
1.573 1.0533 -3.6272 1.0826
1.574 0.9037 -3.8420 1.0225
1.575 0.9710 -4.2913 1.0935
1.576 0.8418 -4.3792 0.8250
1.577 0.8193 -4.2313 1.0289
1.578 0.7469 -4.0665 1.2697
1.579 0.7035 -3.7855 1.1207
1.58 0.4751 -3.6019 1.1341
1.581 0.5980 -3.2568 1.0254
1.582 0.7240 -3.6540 0.8830
1.583 0.7356 -3.5592 0.8741
1.584 0.6662 -3.5019 0.8172
1.585 0.6410 -3.3828 0.8361
1.586 0.4601 -3.2745 0.5881
1.587 0.5142 -3.1597 0.6439
1.588 0.5728 -3.1367 0.7166
1.589 0.6926 -3.1355 0.9447
1.59 0.4117 -3.2711 0.9854
1.591 0.7928 -3.3173 1.1011
1.592 0.6370 -3.1907 1.2709
1.593 0.3595 -2.9531 1.1766
1.594 0.5692 -3.2346 1.1759
1.595 0.8551 -2.8977 1.4398
1.596 0.8383 -2.6736 1.2210
1.597 0.5606 -2.7645 0.9323
1.598 0.4195 -2.8696 0.7765
1.599 0.9433 -3.0664 0.7970
1.6 0.8564 -3.2707 0.6066
1.601 0.8174 -3.1661 0.4718
1.602 0.6113 -3.3405 0.6062
1.603 0.3043 -3.3799 0.9972
1.604 0.4390 -3.8290 0.9907
1.605 0.4850 -3.9061 1.1010
1.606 0.3814 -3.8018 1.0438
1.607 0.3986 -4.0853 0.8206
1.608 0.0596 -4.1052 0.7535
1.609 0.0826 -3.9023 1.1043
1.61 0.1195 -3.9314 0.8023
1.611 0.6371 -3.9691 0.5594
1.612 0.8778 -3.5109 0.5527
1.613 0.8469 -3.4315 0.7772
1.614 1.0177 -3.7479 0.6235
1.615 0.9140 -3.6982 0.4753
1.616 0.9066 -3.5788 0.6034
1.617 1.0823 -3.3754 0.7224
1.618 1.4250 -3.1835 0.9181
1.619 1.5666 -3.2548 1.1424
1.62 1.5772 -3.2527 0.9158
1.621 1.6718 -3.0242 1.1692
1.622 1.7091 -2.9454 1.1333
1.623 1.7835 -2.9309 1.3004
1.624 1.8025 -2.5978 1.1775
1.625 1.7308 -2.7341 1.4129
1.626 1.4337 -2.8079 1.2602
1.627 1.0849 -2.4991 1.0399
1.628 1.4607 -2.8678 1.3227
1.629 1.2994 -2.4946 1.1181
1.63 1.5031 -2.2365 1.0866
1.631 1.3957 -1.8604 1.1439
1.632 1.3670 -1.7282 0.7944
1.633 1.4986 -1.9107 0.6325
1.634 1.3602 -1.7774 0.7485
1.635 1.2314 -1.6242 0.7467
1.636 1.0155 -1.6471 0.6134
1.637 1.3108 -1.4314 0.5365
1.638 1.3291 -1.5298 0.4109
1.639 1.2376 -1.2709 0.5465
1.64 1.3954 -0.9986 0.2650
1.641 1.2707 -0.8714 0.3480
1.642 1.5319 -0.6818 0.2952
1.643 1.4323 -0.8828 0.2454
1.644 1.6180 -0.7678 0.1244
1.645 1.5211 -1.0223 -0.1583
1.646 1.7131 -0.8970 -0.0852
1.647 1.5210 -0.8043 -0.3855
1.648 1.2162 -1.0557 -0.9229
1.649 1.4213 -1.1217 -1.1429
1.65 1.5913 -1.2190 -1.2076
1.651 1.5093 -1.4435 -1.2815
1.652 1.4799 -1.5138 -1.4542
1.653 1.5051 -1.6068 -1.4163
1.654 1.6223 -1.7494 -1.0330
1.655 1.7548 -1.9177 -0.9225
1.656 1.9047 -1.6531 -1.0743
1.657 1.8071 -1.2736 -0.9983
1.658 1.5816 -1.6034 -0.8575
1.659 1.5402 -1.8167 -0.9222
1.66 1.6894 -1.9079 -0.9025
1.661 1.5451 -1.8316 -0.8844
1.662 1.5034 -2.0509 -1.1538
1.663 1.2360 -2.1802 -0.9306
1.664 1.1949 -2.2950 -0.7923
1.665 1.0604 -2.3048 -0.8680
1.666 0.7643 -2.2516 -1.0657
1.667 0.6538 -2.0960 -0.8196
1.668 0.5052 -2.2305 -0.6661
1.669 0.4197 -2.3720 -0.5161
1.67 0.5259 -2.5518 -0.4947
1.671 0.2784 -2.6215 -0.6324
1.672 0.4171 -2.7683 -0.8612
1.673 0.4640 -3.0027 -0.5230
1.674 0.6307 -2.7943 -0.6294
1.675 0.3811 -2.9529 -0.4325
1.676 0.7067 -2.8898 -0.5234
1.677 0.7689 -2.6674 -0.5807
1.678 0.8453 -2.5865 -0.7262
1.679 0.8303 -2.6398 -0.6494
1.68 0.9732 -2.7676 -0.8894
1.681 0.9556 -2.7477 -1.1623
1.682 1.1336 -2.9561 -1.7247
1.683 1.1985 -2.6974 -1.6676
1.684 1.2211 -2.6573 -1.3660
1.685 1.0059 -2.6459 -1.2481
1.686 1.2273 -2.7108 -1.7063
1.687 1.1779 -2.5068 -1.8243
1.688 0.7581 -2.6824 -1.8905
1.689 0.7876 -2.7495 -1.7317
1.69 0.6444 -2.6387 -1.6721
1.691 0.4400 -2.9485 -1.5026
1.692 0.8237 -2.9334 -1.5121
1.693 1.0314 -2.9206 -1.5106
1.694 1.0817 -2.9884 -1.5176
1.695 0.9663 -3.0079 -1.4685
1.696 1.0044 -2.8482 -1.8446
1.697 1.1314 -2.8493 -2.1021
1.698 1.1374 -2.8411 -1.9945
1.699 1.0855 -3.1328 -2.2196
1.7 1.3318 -3.0542 -2.2064
1.701 1.5326 -2.9532 -2.3110
1.702 1.4792 -2.9728 -2.1631
1.703 1.2394 -2.8846 -2.1889
1.704 0.9212 -2.8310 -2.1141
1.705 0.9721 -3.2550 -2.1503
1.706 0.7585 -3.5296 -1.7934
1.707 0.9632 -3.9231 -1.9380
1.708 1.2262 -4.0954 -1.9919
1.709 1.4363 -4.0544 -2.0995
1.71 1.3124 -4.0227 -1.9818
1.711 1.1623 -4.2669 -2.0641
1.712 1.0374 -4.3832 -1.8606
1.713 1.3289 -4.2123 -1.8955
1.714 1.3899 -4.3239 -1.8157
1.715 1.4510 -4.2142 -1.9276
1.716 1.4568 -4.1702 -1.5965
1.717 1.4921 -3.9305 -1.7335
1.718 1.6319 -3.6483 -1.7823
1.719 1.4815 -3.5986 -1.5064
1.72 1.4460 -3.9026 -1.3492
1.721 1.2754 -3.6645 -1.5478
1.722 1.4127 -3.6574 -1.2954
1.723 1.4973 -3.8166 -1.2538
1.724 0.8430 -4.0351 -1.3925
1.725 0.6415 -4.1771 -1.3555
1.726 0.3946 -4.3708 -1.3564
1.727 0.1043 -4.5872 -1.7984
1.728 -0.0633 -4.3009 -1.9101
1.729 0.0377 -4.4658 -2.1139
1.73 -0.0404 -4.1879 -2.2989
1.731 -0.2210 -4.0913 -2.3235
1.732 -0.1438 -4.3054 -1.9326
1.733 -0.1098 -4.1346 -1.9256
1.734 -0.1678 -3.9611 -1.7474
1.735 -0.1312 -4.1699 -1.8092
1.736 -0.1285 -4.2523 -1.7455
1.737 0.1154 -4.2018 -1.6143
1.738 0.5226 -4.1178 -1.5664
1.739 0.6235 -4.1509 -1.0810
1.74 0.8094 -4.0584 -0.8938
1.741 0.5424 -4.1933 -0.6160
1.742 0.7923 -3.8517 -0.8316
1.743 0.8306 -3.8021 -0.9059
1.744 0.9047 -3.8380 -0.8541
1.745 1.1719 -4.0275 -1.3287
1.746 1.2860 -4.1245 -1.2497
1.747 1.4084 -4.0553 -1.2162
1.748 1.2707 -3.7184 -1.3850
1.749 1.3361 -3.6647 -1.3025
1.75 1.5489 -3.3245 -1.2897
1.751 1.8990 -3.3757 -1.4245
1.752 1.9213 -3.3883 -1.4815
1.753 1.5820 -3.3348 -1.4801
1.754 1.5969 -3.1666 -1.2619
1.755 1.4713 -3.4962 -1.1102
1.756 1.2779 -3.4543 -1.1285
1.757 1.2255 -3.3651 -1.2205
1.758 1.3136 -3.1648 -1.3292
1.759 1.4109 -3.0828 -1.4747
1.76 1.3612 -3.2736 -1.7108
1.761 1.3870 -2.9529 -1.5984
1.762 1.2852 -2.8697 -1.7205
1.763 1.3496 -3.0742 -1.6204
1.764 1.5262 -2.8085 -2.0329
1.765 1.5774 -3.0044 -2.1094
1.766 1.3046 -2.9849 -2.1203
1.767 1.2157 -2.9894 -2.2079
1.768 1.5186 -3.1637 -2.3056
1.769 1.7458 -3.2132 -2.3192
1.77 1.8095 -3.3268 -2.4930
1.771 2.0779 -3.5833 -2.1845
1.772 2.0039 -3.5076 -2.5202
1.773 2.0781 -3.4288 -2.1232
1.774 1.7596 -3.7825 -2.0562
1.775 1.8651 -4.0056 -2.1163
1.776 1.8682 -4.0018 -2.2643
1.777 1.9752 -4.2182 -1.9560
1.778 1.7028 -3.9237 -1.9039
1.779 1.8417 -3.9767 -1.7897
1.78 1.8223 -3.7895 -1.8839
1.781 1.4489 -3.8697 -1.8245
1.782 1.1711 -3.6254 -1.6008
1.783 0.9844 -3.4849 -1.9777
1.784 0.9258 -3.1852 -1.6003
1.785 0.7785 -3.0925 -1.4378
1.786 1.0712 -3.1210 -1.5550
1.787 1.0326 -3.1779 -1.6739
1.788 1.1411 -2.8359 -1.6152
1.789 0.6815 -2.8461 -1.7612
1.79 0.6671 -2.7348 -1.7160
1.791 0.7153 -2.9691 -1.7111
1.792 0.5470 -3.1108 -1.4175
1.793 0.4478 -3.1679 -1.4044
1.794 0.3750 -3.2527 -1.3560
1.795 0.2810 -3.3694 -1.4180
1.796 0.3158 -3.6577 -1.6176
1.797 0.4650 -3.7752 -1.5050
1.798 0.3314 -3.6328 -1.4895
1.799 0.1089 -3.7577 -1.2540
1.8 0.1831 -3.7416 -1.3202
1.801 0.2439 -4.0362 -1.2445
1.802 0.1005 -3.9474 -1.2099
1.803 -0.0693 -3.6863 -1.3330
1.804 -0.2585 -3.5791 -1.3949
1.805 0.0313 -3.5706 -1.4483
1.806 0.1307 -3.6619 -1.2423
1.807 0.1757 -3.5224 -1.1379
1.808 0.2343 -3.3460 -1.0354
1.809 0.0946 -3.3617 -1.0220
1.81 -0.1007 -3.6384 -1.0142
1.811 -0.0116 -3.1477 -1.2541
1.812 -0.1196 -3.1990 -1.1322
1.813 -0.3574 -3.4168 -0.9350
1.814 -0.2676 -3.3797 -0.6818
1.815 -0.4727 -3.4600 -0.6201
1.816 -0.0107 -3.1944 -0.7356
1.817 -0.1918 -3.1758 -0.4830
1.818 -0.0796 -3.0000 -0.6527
1.819 -0.0357 -3.2636 -0.6678
1.82 -0.1539 -3.1550 -0.6801
1.821 -0.7037 -3.3469 -0.7854
1.822 -1.0667 -3.4156 -0.7232
1.823 -1.2900 -3.3646 -0.4531
1.824 -1.0490 -3.2283 -0.3931
1.825 -1.3435 -3.0551 -0.7111
1.826 -1.4987 -3.1388 -0.5791
1.827 -1.2646 -3.3138 -0.6024
1.828 -1.2896 -3.5797 -0.6588
1.829 -1.0935 -3.5781 -0.6178
1.83 -1.2142 -3.4546 -0.7036
1.831 -1.4037 -3.4727 -0.6049
1.832 -1.3365 -3.4796 -0.5882
1.833 -1.2692 -3.4457 -0.3921
1.834 -1.7229 -3.4556 -0.3599
1.835 -1.6798 -3.6594 -0.2513
1.836 -1.5922 -3.5979 -0.4458
1.837 -1.4090 -3.9629 -0.5749
1.838 -1.1397 -3.7315 -0.5994
1.839 -1.1905 -3.6951 -0.5866
1.84 -1.4483 -3.8001 -0.7728
1.841 -1.4175 -3.9111 -0.7146
1.842 -1.5968 -3.5363 -0.2567
1.843 -1.7529 -3.5529 -0.1382
1.844 -1.2761 -3.5712 -0.6364
1.845 -1.4503 -3.2598 -0.9148
1.846 -1.5643 -3.1803 -1.1192
1.847 -1.4091 -3.2998 -0.9628
1.848 -1.4472 -3.2404 -1.0354
1.849 -1.3552 -3.1293 -1.1181
1.85 -1.0833 -2.9846 -0.8649
1.851 -1.2233 -2.9175 -1.0041
1.852 -1.5283 -2.8143 -0.8779
1.853 -1.6450 -2.7597 -0.6035
1.854 -1.5092 -2.7694 -0.1868
1.855 -1.5057 -2.9000 -0.3071
1.856 -1.5823 -2.8803 -0.5264
1.857 -1.4289 -3.0798 -0.5838
1.858 -1.3276 -2.8896 -0.7815
1.859 -1.4065 -3.1207 -0.6772
1.86 -1.3462 -2.9956 -0.7658
1.861 -1.3684 -2.8486 -0.4636
1.862 -1.4711 -2.9455 -0.3786
1.863 -1.2075 -3.0270 -0.3149
1.864 -1.0710 -3.1324 -0.0236
1.865 -1.1264 -3.0153 0.0278
1.866 -1.1642 -3.1440 -0.1186
1.867 -1.4358 -3.3663 -0.5225
1.868 -1.2124 -3.3488 -0.2593
1.869 -1.0807 -3.6524 -0.3020
1.87 -0.8590 -3.9257 -0.3701
1.871 -1.0024 -3.8757 -0.6584
1.872 -1.2302 -3.6555 -0.5464
1.873 -1.0768 -3.4741 -0.5409
1.874 -1.1654 -3.7240 -0.6569
1.875 -1.2283 -3.7693 -0.6136
1.876 -1.5231 -3.7659 -0.5468
1.877 -1.5391 -3.4716 -0.6404
1.878 -1.6058 -3.4472 -0.6526
1.879 -1.4119 -3.4653 -1.0310
1.88 -1.0258 -3.5313 -1.1890
1.881 -1.1245 -3.5298 -1.0301
1.882 -1.0691 -3.5118 -0.9398
1.883 -1.2053 -3.2620 -1.0087
1.884 -1.3624 -3.5893 -0.8532
1.885 -1.4922 -3.8250 -0.5857
1.886 -1.5143 -3.9053 -0.7332
1.887 -1.5700 -4.1154 -0.4022
1.888 -1.4282 -4.1843 -0.2139
1.889 -1.4869 -4.2512 -0.2291
1.89 -1.5234 -4.2598 -0.3058
1.891 -1.5950 -4.3974 -0.3111
1.892 -1.7332 -4.2172 -0.0379
1.893 -1.8085 -4.1987 0.3165
1.894 -1.7507 -4.3556 0.4322
1.895 -1.6517 -4.2190 0.1819
1.896 -1.5175 -4.2856 0.4123
1.897 -1.8088 -4.1419 0.3187
1.898 -1.8509 -4.2405 0.4066
1.899 -1.8577 -4.1947 0.1094
1.9 -1.7803 -4.1878 -0.0549
1.901 -1.8046 -4.1285 -0.2736
1.902 -2.0125 -3.8543 -0.2109
1.903 -2.0855 -3.7523 -0.3878
1.904 -2.0755 -3.5510 -0.4237
1.905 -1.8467 -3.8189 -0.6957
1.906 -1.8053 -3.9689 -0.6351
1.907 -1.6609 -4.0473 -0.8583
1.908 -1.2759 -3.9082 -0.7188
1.909 -1.2423 -4.2187 -0.5255
1.91 -1.6222 -4.4532 -0.6563
1.911 -1.3414 -4.6273 -0.7032
1.912 -1.2619 -4.3802 -0.8141
1.913 -1.5685 -4.8454 -0.7702
1.914 -1.5635 -5.0766 -0.6171
1.915 -1.6181 -4.9040 -0.2847
1.916 -1.6973 -5.0168 -0.3174
1.917 -1.9597 -5.5870 -0.4539
1.918 -2.1287 -5.1759 -0.4065
1.919 -2.1476 -5.1496 -0.2043
1.92 -1.9564 -5.2986 -0.3133
1.921 -2.4799 -5.6127 -0.3547
1.922 -2.4867 -5.8124 -0.5635
1.923 -2.3473 -6.0441 -0.3866
1.924 -2.2019 -5.9894 -0.5345
1.925 -1.9497 -5.9389 -0.4285
1.926 -1.5815 -6.2091 -0.5070
1.927 -2.0283 -6.0875 -0.5313
1.928 -2.1936 -5.8687 -0.2226
1.929 -2.3672 -5.8360 -0.2347
1.93 -2.4387 -5.5268 -0.1300
1.931 -2.8843 -5.4769 -0.1291
1.932 -2.5189 -5.6762 -0.1072
1.933 -2.5254 -5.6660 0.1937
1.934 -2.5100 -5.5664 0.2221
1.935 -2.8172 -5.7012 0.6440
1.936 -2.9460 -5.9856 0.7023
1.937 -2.8400 -5.8608 0.8513
1.938 -3.0648 -5.9676 1.1842
1.939 -3.1134 -5.6662 1.3858
1.94 -2.9181 -5.7045 1.6305
1.941 -2.8149 -5.8317 1.4602
1.942 -2.5661 -5.9037 1.1617
1.943 -3.0111 -5.9042 0.8664
1.944 -3.1267 -6.0302 1.2061
1.945 -3.3856 -6.0036 1.0390
1.946 -3.5371 -5.8390 1.0386
1.947 -3.8418 -5.5246 1.0719
1.948 -3.7755 -5.4808 0.9857
1.949 -3.4557 -5.2272 0.7632
1.95 -3.1920 -5.1050 1.0722
1.951 -3.1033 -5.5549 0.8339
1.952 -2.9488 -5.6622 0.7223
1.953 -2.6803 -5.7789 0.5408
1.954 -2.2405 -5.8439 0.3225
1.955 -2.3792 -5.7802 0.2056
1.956 -2.0743 -5.9039 -0.1396
1.957 -2.0423 -5.7051 -0.4994
1.958 -1.8843 -5.3158 -0.5019
1.959 -1.7714 -5.1713 -0.4550
1.96 -1.8307 -5.4617 -0.3613
1.961 -1.8361 -5.4247 -0.5843
1.962 -2.2166 -5.1700 -0.2555
1.963 -2.3331 -5.0746 -0.0057
1.964 -2.4883 -5.3971 0.1816
1.965 -2.3564 -5.6262 0.2033
1.966 -2.3700 -5.6184 0.1487
1.967 -2.4559 -5.5649 0.3541
1.968 -2.2134 -5.1778 0.4069
1.969 -2.0748 -5.2679 0.1360
1.97 -2.0352 -5.1870 0.3163
1.971 -2.4937 -5.0386 0.1144
1.972 -2.4699 -5.0897 0.3866
1.973 -2.5907 -5.4849 0.7991
1.974 -2.4962 -5.7765 0.6809
1.975 -2.5722 -5.4539 0.6317
1.976 -2.5256 -5.7267 0.8202
1.977 -2.8644 -5.4625 0.8579
1.978 -2.9121 -5.3649 1.1561
1.979 -3.1022 -5.6005 1.2269
1.98 -3.3900 -5.5533 0.9736
1.981 -3.2300 -5.5631 0.9735
1.982 -3.5733 -5.6497 0.6303
1.983 -3.6356 -5.5513 0.7397
1.984 -3.4194 -5.6410 0.7830
1.985 -3.3724 -5.5518 0.6657
1.986 -3.3043 -5.3827 0.5942
1.987 -3.3241 -5.4258 0.6440
1.988 -3.3819 -5.4972 0.6076
1.989 -3.5922 -5.5375 0.5961
1.99 -3.9014 -5.1695 0.7062
1.991 -3.9736 -5.3726 0.6764
1.992 -3.8835 -5.4527 0.6731
1.993 -4.1466 -5.4793 0.6600
1.994 -4.1333 -5.4484 0.5408
1.995 -4.4149 -5.3595 0.8231
1.996 -4.3948 -5.2567 0.7578
1.997 -5.0339 -5.3775 0.9163
1.998 -4.5221 -5.0464 0.6741
1.999 -4.6434 -5.3211 0.6683
2.0 -4.7795 -5.1526 0.6802
2.001 -5.3214 -5.2509 0.9105
2.002 -5.7032 -5.2189 1.1251
2.003 -6.0071 -5.3528 0.9424
2.004 -5.8672 -5.2653 0.7522
2.005 -5.6176 -5.3703 0.4147
2.006 -5.6801 -5.4859 0.3101
2.007 -5.4062 -5.2828 0.2323
2.008 -5.9644 -5.0652 0.0763
2.009 -6.0141 -5.0695 -0.0686
2.01 -6.0383 -5.1717 -0.1590
2.011 -6.0870 -5.1774 -0.0178
2.012 -6.2736 -5.1915 0.1843
2.013 -6.4579 -5.2496 -0.3343
