#t dx dy dz
3.975 -19.2577 -6.8338 1.3918
3.976 -19.3396 -6.8207 1.5589
3.977 -19.4258 -6.7633 1.5668
3.978 -19.4940 -6.8022 1.2491
3.979 -19.7984 -6.7288 1.1273
3.98 -19.8603 -6.8009 1.0433
3.981 -19.8939 -6.8524 1.4614
3.982 -19.7857 -6.8245 1.3474
3.983 -19.7203 -7.2237 1.5482
3.984 -19.7831 -7.6788 1.5447
3.985 -19.3247 -7.8090 1.8328
3.986 -19.1878 -8.0731 1.9499
3.987 -19.0715 -7.9589 2.0247
3.988 -18.9264 -7.8506 2.0205
3.989 -19.0928 -7.8738 1.9391
3.99 -19.0804 -7.6335 1.8378
3.991 -19.1387 -7.6050 2.1116
3.992 -19.0414 -7.6362 2.1476
3.993 -19.1110 -7.7173 2.1821
3.994 -19.2218 -8.1321 2.5003
3.995 -18.8870 -8.5571 2.1584
3.996 -19.0772 -8.7706 2.1171
3.997 -19.3175 -8.6440 2.0165
3.998 -19.4176 -8.4853 1.9626
3.999 -19.3703 -8.3063 1.6456
4.0 -19.4362 -8.0005 1.6077
4.001 -19.2847 -8.5200 1.5498
4.002 -19.5587 -8.8157 1.5998
4.003 -19.5892 -8.9523 1.5461
4.004 -19.3175 -8.8531 1.6536
4.005 -19.3021 -9.2802 1.5093
4.006 -19.2834 -9.2350 1.4842
4.007 -19.4260 -8.8890 1.2435
4.008 -19.2227 -8.7717 1.2365
4.009 -19.3475 -8.5393 1.1743
4.01 -19.3453 -8.4915 1.3705
4.011 -19.3335 -8.7839 1.3194
4.012 -19.4818 -8.6828 1.2707
4.013 -19.7841 -8.6608 1.3440
4.014 -19.6339 -8.9460 1.3242
4.015 -19.6976 -9.1883 1.4496
4.016 -19.6162 -9.4147 1.3643
4.017 -19.4569 -9.2598 1.1050
4.018 -19.2672 -9.3690 0.9887
4.019 -19.5019 -9.4432 0.9654
4.02 -19.1334 -10.0727 1.2131
4.021 -19.0349 -10.0367 1.3591
4.022 -18.8889 -9.7446 1.3783
4.023 -19.1824 -10.2690 1.8727
4.024 -19.0816 -10.1852 1.9612
4.025 -19.0043 -10.0777 2.2523
4.026 -19.0623 -10.2190 2.3109
4.027 -19.0382 -10.4046 2.2056
4.028 -18.9565 -10.3971 2.0150
4.029 -19.0589 -10.4093 2.1360
4.03 -19.0405 -10.5703 2.0665
4.031 -18.6648 -10.6561 2.0977
4.032 -18.7688 -10.4854 2.2088
4.033 -18.9667 -10.5068 1.8252
4.034 -18.9313 -10.3891 1.7120
4.035 -19.1034 -10.0511 1.6880
4.036 -19.4798 -9.9623 1.6939
4.037 -19.3957 -9.9255 1.7272
4.038 -19.4337 -9.8731 1.9741
4.039 -19.2110 -9.7772 2.1258
4.04 -19.5072 -10.0316 2.3544
4.041 -19.3478 -9.8450 2.4907
4.042 -19.4674 -9.4712 2.6261
4.043 -19.2310 -9.7333 2.7227
4.044 -19.4224 -9.9098 2.5175
4.045 -19.3115 -9.9448 2.5425
4.046 -18.9262 -9.9841 2.8263
4.047 -18.7292 -10.1993 2.8511
4.048 -18.8119 -10.0200 2.4641
4.049 -18.6505 -10.2063 2.4765
4.05 -18.5249 -9.9951 2.3049
4.051 -18.6476 -10.1671 2.1235
4.052 -18.6366 -10.4422 2.1341
4.053 -18.6717 -10.3663 2.3074
4.054 -18.4797 -10.3049 2.5478
4.055 -18.6803 -10.5350 2.8950
4.056 -18.4964 -10.8621 2.9747
4.057 -18.4595 -10.3774 3.1652
4.058 -17.9781 -10.4536 3.2426
4.059 -18.1392 -10.2088 3.6870
4.06 -18.0110 -10.3300 3.6142
4.061 -18.2393 -10.4162 3.5675
4.062 -18.1889 -10.4216 3.3942
4.063 -18.3567 -10.3195 3.9238
4.064 -18.9153 -10.2605 3.8254
4.065 -19.0930 -10.2208 3.5466
4.066 -19.0113 -10.2023 3.6190
4.067 -18.8431 -10.2517 3.4240
4.068 -18.6271 -10.0381 3.3816
4.069 -18.1441 -10.1626 3.4026
4.07 -17.6589 -9.9767 3.5821
4.071 -17.6022 -10.1639 3.5251
4.072 -17.5036 -10.0070 3.6417
4.073 -17.5557 -10.1151 3.2601
4.074 -17.3921 -10.0328 3.0092
4.075 -17.1386 -9.9893 2.9381
4.076 -17.2994 -10.3067 2.8103
4.077 -17.3226 -10.2936 2.5415
4.078 -17.2533 -10.5461 2.4729
4.079 -17.1762 -10.6680 2.7939
4.08 -17.0962 -10.9737 2.8715
4.081 -16.8562 -10.8042 2.8608
4.082 -16.9422 -10.8159 2.9946
4.083 -17.4216 -10.9652 2.8608
4.084 -17.2486 -10.8345 3.0910
4.085 -16.9152 -11.0065 3.4050
4.086 -16.7892 -11.2880 3.5173
4.087 -16.8196 -11.2381 3.4285
4.088 -16.8406 -11.4881 3.5893
4.089 -16.9652 -11.7947 3.7509
4.09 -17.1125 -11.6541 3.6827
4.091 -17.3986 -11.3816 3.5988
4.092 -17.8868 -11.5159 3.7164
4.093 -17.9149 -11.5300 4.1620
4.094 -18.0753 -11.3110 3.9426
4.095 -18.4929 -11.4159 3.9288
4.096 -18.7021 -11.1263 4.0653
4.097 -18.6344 -10.9875 4.0432
4.098 -18.9173 -10.9511 4.0052
4.099 -18.8858 -10.7291 4.0112
4.1 -18.6805 -10.7743 3.9113
4.101 -18.4467 -10.9010 3.7647
4.102 -18.3565 -11.0713 3.7319
4.103 -18.2248 -11.1375 3.7386
4.104 -18.4871 -10.7399 3.7418
4.105 -18.3178 -10.6307 3.7995
4.106 -18.4363 -10.5337 3.8730
4.107 -18.6014 -10.3780 3.4060
4.108 -18.9395 -10.1813 3.8084
4.109 -18.6860 -10.3177 3.6692
4.11 -18.7040 -10.3188 3.7001
4.111 -18.7133 -10.1906 3.6485
4.112 -18.9353 -10.2724 3.8157
4.113 -18.6874 -10.3470 3.8925
4.114 -18.8032 -10.4299 4.0294
4.115 -18.4819 -10.3195 4.0085
4.116 -18.5239 -10.2102 3.9154
4.117 -18.5002 -10.0261 4.0740
4.118 -18.3773 -9.7944 4.0455
4.119 -18.3720 -9.7689 3.9984
4.12 -18.4074 -9.7761 3.7355
4.121 -18.7243 -9.3152 3.8540
4.122 -18.5364 -9.2969 3.6073
4.123 -18.4768 -9.6380 3.4361
4.124 -18.1282 -9.7437 3.3009
4.125 -18.1274 -9.8886 3.4849
4.126 -18.4811 -9.9385 3.1789
4.127 -18.7300 -10.1196 3.2819
4.128 -18.5872 -10.2109 3.4361
4.129 -18.7058 -10.3433 3.6272
4.13 -18.6769 -10.3743 3.6765
4.131 -18.4959 -9.8929 3.6379
4.132 -18.6218 -9.8352 3.5131
4.133 -18.8882 -9.6675 3.6079
4.134 -18.8478 -9.5970 3.8022
4.135 -18.7562 -9.4493 4.0247
4.136 -18.6918 -9.7076 3.7637
4.137 -18.7745 -9.8452 3.5701
4.138 -18.7377 -9.9692 3.7329
4.139 -18.7333 -10.0740 3.7015
4.14 -19.0819 -9.9365 3.7507
4.141 -19.2343 -10.0414 3.5670
4.142 -18.9865 -10.1155 3.6631
4.143 -18.8196 -10.3965 3.9778
4.144 -18.9599 -10.5919 4.1232
4.145 -19.0801 -10.5818 4.3292
4.146 -18.9230 -10.5234 4.3057
4.147 -19.2365 -10.7250 4.4963
4.148 -19.3050 -10.5859 4.3609
4.149 -19.5039 -10.5482 4.3095
4.15 -19.3866 -10.3254 4.6217
4.151 -19.3561 -10.3531 4.5584
4.152 -19.2801 -10.3231 4.8520
4.153 -19.0475 -10.1883 5.0167
4.154 -19.2648 -10.1742 4.9787
4.155 -19.2772 -10.1841 5.1031
4.156 -19.4332 -10.0386 5.0390
4.157 -19.9832 -10.1995 4.7714
4.158 -20.0495 -10.4311 4.5649
4.159 -20.2598 -10.0841 4.5619
4.16 -20.1793 -10.1859 4.5288
4.161 -20.2517 -10.1387 4.4991
4.162 -20.4212 -10.1208 4.3151
4.163 -20.4612 -10.4478 4.1160
4.164 -20.4528 -10.5668 4.2639
4.165 -20.6904 -10.5589 3.9097
4.166 -20.7557 -10.6422 4.0722
4.167 -20.8953 -10.8386 4.3254
4.168 -20.8108 -10.9457 4.4406
4.169 -20.9345 -10.9070 4.6746
4.17 -21.0271 -10.5420 4.4093
4.171 -21.2161 -10.4239 4.5413
4.172 -21.4218 -10.6148 4.7030
4.173 -21.3414 -10.8392 5.1053
4.174 -21.1085 -10.8895 5.3364
4.175 -21.0068 -10.9766 5.1892
4.176 -21.1203 -10.8570 5.0430
4.177 -21.0618 -10.7476 4.8534
4.178 -20.8104 -10.7352 4.8175
4.179 -20.8376 -10.5827 4.7957
4.18 -21.2261 -10.2658 4.6373
4.181 -21.3795 -9.9087 4.5643
4.182 -21.2255 -9.9509 4.2451
4.183 -21.1718 -9.6124 4.3392
4.184 -21.0149 -9.7031 4.5502
4.185 -21.2134 -9.7911 4.7657
4.186 -21.1668 -9.8170 4.4444
4.187 -21.0867 -9.8494 4.3560
4.188 -21.2118 -10.1342 4.5707
4.189 -21.0362 -10.0650 4.7044
4.19 -21.0664 -10.0615 4.9493
4.191 -21.1649 -10.0633 4.7097
4.192 -21.3176 -9.6750 4.6774
4.193 -21.0825 -9.8477 4.8689
4.194 -21.0418 -10.0199 4.8312
4.195 -20.6872 -10.0564 4.8871
4.196 -20.7256 -9.9395 4.7871
4.197 -20.7553 -9.9382 4.9938
4.198 -20.5438 -10.0471 5.0412
4.199 -20.6550 -9.7858 5.0356
4.2 -20.6684 -10.0313 5.1552
4.201 -20.9022 -10.0919 5.1924
4.202 -20.8333 -10.2455 5.1639
4.203 -20.6589 -10.6857 5.0046
4.204 -20.9387 -10.7444 4.8072
4.205 -21.1229 -10.6503 4.9239
4.206 -21.0180 -10.8228 4.6452
4.207 -21.2156 -10.5306 4.6209
4.208 -20.9419 -10.1771 4.6203
4.209 -21.0583 -10.1101 4.6790
4.21 -21.2291 -10.0956 4.8772
4.211 -21.2263 -10.1613 4.8956
4.212 -21.2808 -9.9249 4.9137
4.213 -21.3279 -10.2247 4.9988
4.214 -21.4686 -9.9939 4.9847
4.215 -21.7657 -9.9347 5.0752
4.216 -21.5441 -10.2654 5.3884
4.217 -21.3947 -10.3239 5.4479
4.218 -21.5256 -10.3657 5.3710
4.219 -21.6796 -10.3317 5.6585
4.22 -21.6707 -10.2975 5.7972
4.221 -21.4582 -10.3603 6.1979
4.222 -21.3831 -10.3916 6.0219
4.223 -21.1243 -10.3727 6.2876
4.224 -21.0968 -10.2517 6.5186
4.225 -20.8583 -10.4221 6.5781
4.226 -21.0838 -10.5631 6.5230
4.227 -20.8237 -10.3071 6.6548
4.228 -20.9071 -10.3343 6.6482
4.229 -20.9437 -9.9042 6.6824
4.23 -20.7422 -10.1921 6.8254
4.231 -20.6694 -9.9335 7.2117
4.232 -20.7078 -9.8951 7.0946
4.233 -20.8058 -9.9030 7.4015
4.234 -20.6528 -9.9019 7.4898
4.235 -20.7830 -9.9879 7.2894
4.236 -20.7558 -9.9544 7.0605
4.237 -20.9701 -9.4879 7.0344
4.238 -21.2193 -9.6508 7.1480
4.239 -21.2949 -9.6351 6.9784
4.24 -21.1466 -9.4878 7.2271
4.241 -21.0521 -9.8264 7.4544
4.242 -21.1652 -9.8355 7.5687
4.243 -21.2269 -9.7157 7.6701
4.244 -21.4381 -9.8749 7.7987
4.245 -21.2325 -10.0219 7.8033
4.246 -21.4763 -10.1042 7.8873
4.247 -21.4621 -10.2249 7.9036
4.248 -21.1600 -9.9969 7.6950
4.249 -21.2384 -9.8796 7.6958
4.25 -21.0794 -10.0564 7.5621
4.251 -21.0302 -10.1630 7.5446
4.252 -21.2809 -9.8010 7.5889
4.253 -21.3119 -9.8625 7.9756
4.254 -21.2977 -10.2480 8.1604
4.255 -21.3562 -10.0998 8.2534
4.256 -21.0097 -10.2999 8.1651
4.257 -21.2080 -10.7843 7.4711
4.258 -21.0848 -10.7180 7.7152
4.259 -21.2616 -10.4617 7.5850
4.26 -21.3657 -10.4568 7.5028
4.261 -21.3089 -10.1686 7.6296
4.262 -21.2795 -10.1887 7.2636
4.263 -21.5285 -10.1925 7.0746
4.264 -21.4126 -9.9173 7.3399
4.265 -21.3137 -9.9761 7.4867
4.266 -21.4099 -10.0350 7.6225
4.267 -21.7904 -9.9692 7.9588
4.268 -21.9862 -9.8949 8.1436
4.269 -21.9541 -10.2909 7.9676
4.27 -22.0191 -10.1672 8.0356
4.271 -21.9611 -10.0527 7.8469
4.272 -21.9293 -10.2797 7.7016
4.273 -21.8078 -10.2076 7.7291
4.274 -21.6819 -10.2151 7.8968
4.275 -21.6946 -10.1989 7.8470
4.276 -21.8531 -10.2809 7.9918
4.277 -21.7640 -10.6384 7.6805
4.278 -21.8837 -10.6802 7.5196
4.279 -21.5340 -10.8608 7.5704
4.28 -21.3717 -10.6865 7.9524
4.281 -21.5559 -10.4874 7.8079
4.282 -21.6855 -10.4512 7.9420
4.283 -21.5285 -10.7450 7.9947
4.284 -21.8176 -10.7982 8.0991
4.285 -21.6459 -10.9036 8.1512
4.286 -21.5464 -10.9508 8.3221
4.287 -21.5199 -11.0435 8.1687
4.288 -21.6306 -11.2708 8.0201
4.289 -21.4427 -11.1892 7.9630
4.29 -21.7140 -11.4178 7.9416
4.291 -22.0289 -11.1430 7.7294
4.292 -22.1182 -11.0642 7.9384
4.293 -22.1186 -11.3463 7.9360
4.294 -22.1109 -11.4225 8.0512
4.295 -21.9772 -11.8285 8.2608
4.296 -21.9490 -11.7382 8.3780
4.297 -21.8690 -11.5355 8.2367
4.298 -22.2485 -11.6232 8.2295
4.299 -22.1396 -11.6128 8.4237
4.3 -22.2572 -11.4325 8.7412
4.301 -22.5591 -11.6338 9.0616
4.302 -22.5914 -11.8452 9.2847
4.303 -22.5432 -11.7632 9.5728
4.304 -22.4782 -12.2650 9.6188
4.305 -22.8789 -12.3917 9.6936
4.306 -22.9249 -12.5102 10.0502
4.307 -23.1183 -12.4786 10.0847
4.308 -22.9394 -12.4709 9.9929
4.309 -22.6880 -12.0896 9.8425
4.31 -22.7739 -12.1307 9.7821
4.311 -22.6623 -12.1417 10.2626
4.312 -22.4687 -12.0601 10.5061
4.313 -22.5383 -12.1715 10.3972
4.314 -22.7241 -12.2757 10.6397
4.315 -22.5825 -12.5271 10.9190
4.316 -22.3338 -12.6613 10.8984
4.317 -22.2483 -12.5020 10.8362
4.318 -22.4591 -12.2859 10.7827
4.319 -22.4165 -12.4166 11.2113
4.32 -22.4435 -12.4553 11.2630
4.321 -22.4863 -12.4015 11.1938
4.322 -22.2276 -12.6165 11.1382
4.323 -22.1815 -12.9223 11.1732
4.324 -22.2028 -12.9402 11.1912
4.325 -22.3200 -12.9382 10.9548
4.326 -22.2213 -12.5906 10.9852
4.327 -22.3031 -12.6032 11.2258
4.328 -22.2980 -12.7329 11.2473
4.329 -22.6227 -12.4809 10.9570
4.33 -22.5847 -12.1178 11.3287
4.331 -22.5661 -12.2412 11.1005
4.332 -22.6044 -11.9788 11.2684
4.333 -22.3840 -11.8707 11.4371
4.334 -22.3993 -12.1262 11.4870
4.335 -22.4579 -12.5235 11.6763
4.336 -22.3386 -12.9105 11.6144
4.337 -22.4885 -12.8327 11.8437
4.338 -22.6109 -12.8927 11.8162
4.339 -22.6581 -12.9159 11.8508
4.34 -22.5812 -12.9728 11.6469
4.341 -22.4994 -12.8306 11.7299
4.342 -22.9486 -12.4936 11.9316
4.343 -22.8697 -12.2180 12.0654
4.344 -22.7932 -12.0114 11.9997
4.345 -22.7410 -12.2348 12.1548
4.346 -22.8037 -11.8463 12.2763
4.347 -23.0163 -12.0727 12.5382
4.348 -22.8749 -12.1440 12.4684
4.349 -22.8648 -12.1725 12.6599
4.35 -22.7139 -12.3306 12.7111
4.351 -22.9527 -12.1393 12.8911
4.352 -22.9624 -12.0794 13.3549
4.353 -22.7256 -12.0846 13.4791
4.354 -22.5330 -11.8393 13.5432
4.355 -22.4502 -11.9352 13.5929
4.356 -22.1491 -12.2638 13.5288
4.357 -22.3206 -12.4636 13.5298
4.358 -22.3607 -12.4226 13.3333
4.359 -22.2410 -12.0613 13.1820
4.36 -22.0867 -11.8306 13.0552
4.361 -22.1287 -11.7194 13.2639
4.362 -22.3935 -11.5328 13.1461
4.363 -22.3430 -11.5089 12.8873
4.364 -22.3758 -11.7177 12.6786
4.365 -22.1644 -11.9259 12.9550
4.366 -22.1650 -12.1906 12.9533
4.367 -22.0508 -12.1160 13.1446
4.368 -21.9352 -11.8580 13.5235
4.369 -21.9020 -11.7982 13.3921
4.37 -22.1216 -11.9047 13.5837
4.371 -21.8032 -11.8879 13.3953
4.372 -22.0284 -12.0017 13.4869
4.373 -22.2548 -12.0057 13.5924
4.374 -22.3587 -12.1733 13.8072
4.375 -22.5219 -11.8918 13.6756
4.376 -22.2506 -12.0007 13.8081
4.377 -22.1587 -12.2361 13.8648
4.378 -22.5019 -12.0902 14.0116
4.379 -22.2925 -12.2945 13.6291
4.38 -22.4105 -12.1390 13.6597
4.381 -22.4624 -12.5699 13.9886
4.382 -22.5801 -12.5885 14.1302
4.383 -22.5253 -12.6558 14.0480
4.384 -22.6164 -12.4694 13.7439
4.385 -22.2841 -12.5305 13.6801
4.386 -22.5585 -12.5500 13.3373
4.387 -22.6530 -12.5733 13.3189
4.388 -22.6247 -12.3988 13.0388
4.389 -22.5500 -12.4137 12.8906
4.39 -22.3751 -12.2657 13.0642
4.391 -22.3871 -12.0883 13.0057
4.392 -22.0452 -11.7687 13.0061
4.393 -21.8863 -11.5827 12.9818
4.394 -21.7687 -11.8291 12.5564
4.395 -21.8842 -11.7559 12.6792
4.396 -21.7757 -11.7185 12.4830
4.397 -21.7737 -11.3921 12.2902
4.398 -22.0044 -11.3630 11.8686
4.399 -22.0709 -11.5971 11.8116
4.4 -22.1033 -11.6253 11.9086
4.401 -22.1529 -11.2274 11.7458
4.402 -21.9746 -11.1434 11.8282
4.403 -21.9800 -11.3207 11.8313
4.404 -21.8125 -11.0957 11.8990
4.405 -21.9052 -11.1144 12.0401
4.406 -21.9770 -10.9345 11.8706
4.407 -21.7590 -11.0454 12.1118
4.408 -21.4899 -11.0587 12.1724
4.409 -21.3629 -11.1848 12.0845
4.41 -21.5036 -11.2534 12.1188
4.411 -21.4719 -11.0331 12.1461
4.412 -21.6504 -10.8048 12.1023
4.413 -21.5097 -10.6514 12.1720
4.414 -21.4165 -10.5744 11.9949
4.415 -21.3890 -10.3774 11.7248
4.416 -21.5560 -10.0448 11.5023
4.417 -21.5047 -10.1253 11.4312
4.418 -21.4960 -9.7625 11.3725
4.419 -21.6358 -9.9022 11.4408
4.42 -21.7753 -9.8606 11.2833
4.421 -21.8634 -9.7139 11.5597
4.422 -21.6442 -9.7114 11.3640
4.423 -21.7744 -9.6923 11.3384
4.424 -22.0800 -9.7073 11.5766
4.425 -21.9199 -9.6982 11.7327
4.426 -21.8183 -9.3409 11.7834
4.427 -21.8264 -9.4806 12.1445
4.428 -21.5520 -9.4988 12.2809
4.429 -21.4362 -9.1962 12.4181
4.43 -21.3777 -8.8175 12.6416
4.431 -21.3446 -8.8639 12.7526
4.432 -21.3060 -8.3892 12.5267
4.433 -21.1663 -8.5293 12.2015
4.434 -21.3765 -8.2642 12.2588
4.435 -21.3495 -8.4967 12.4789
4.436 -21.1248 -8.6903 12.4153
4.437 -21.0566 -8.6139 12.3563
4.438 -20.8763 -8.6474 12.3484
4.439 -21.0483 -8.5612 12.4513
4.44 -21.0806 -8.3630 12.2479
4.441 -20.8835 -8.2881 12.4850
4.442 -20.7623 -8.0522 12.7039
4.443 -20.6443 -7.8213 12.8146
4.444 -20.6996 -7.5905 13.0376
4.445 -20.9065 -7.6386 13.0343
4.446 -20.8404 -7.8318 12.9750
4.447 -20.8211 -7.8886 13.0408
4.448 -20.9406 -7.7095 13.4295
4.449 -20.7575 -7.6876 13.5130
4.45 -21.0214 -7.6782 13.4129
4.451 -21.3909 -7.7033 13.3751
4.452 -21.2880 -7.9241 13.4934
4.453 -21.4539 -7.8251 13.6108
4.454 -21.5230 -7.7510 13.5411
4.455 -21.6198 -7.7004 13.3647
4.456 -21.7036 -7.5791 13.2298
4.457 -21.7357 -7.5376 12.9774
4.458 -21.8534 -7.6016 12.8828
4.459 -22.1110 -7.5769 12.9638
4.46 -22.0851 -7.6151 12.7522
4.461 -21.9470 -7.7132 12.3094
4.462 -21.9032 -7.7565 12.1362
4.463 -21.9399 -7.7562 12.2363
4.464 -22.1036 -7.9752 12.2087
4.465 -21.9188 -8.1721 12.2487
4.466 -21.8959 -8.1444 12.1436
4.467 -21.8192 -8.4454 11.7787
4.468 -21.7842 -8.2951 11.7298
4.469 -21.7173 -8.1847 11.7411
4.47 -21.7991 -8.1663 11.6086
4.471 -21.8091 -7.7328 11.6064
4.472 -21.7201 -7.9215 11.3697
4.473 -21.6698 -8.3151 11.3319
4.474 -21.7633 -7.8772 11.4473
4.475 -22.1959 -7.5449 11.1110
4.476 -22.2922 -7.5981 11.1823
4.477 -22.1993 -8.0061 11.2159
4.478 -22.2736 -7.8921 11.6480
4.479 -21.9505 -7.8342 11.9276
4.48 -22.1416 -7.8054 11.7870
4.481 -21.7305 -7.5939 11.7326
4.482 -21.3091 -7.1336 11.8296
4.483 -21.0502 -7.4461 11.5403
4.484 -21.1283 -7.7751 11.9586
4.485 -20.8538 -7.6418 11.9816
4.486 -20.7594 -7.5133 12.1738
4.487 -20.8128 -7.3729 12.0218
4.488 -20.8661 -7.4534 11.8691
4.489 -20.9612 -7.6161 11.8024
4.49 -20.9771 -7.5168 12.0514
4.491 -20.9640 -7.6411 11.7867
4.492 -20.9763 -7.5005 11.6959
4.493 -20.5514 -7.4220 12.0571
4.494 -20.6336 -7.3462 12.0204
4.495 -20.5715 -7.2859 11.9804
4.496 -20.7409 -7.2894 11.8271
4.497 -20.4909 -7.0434 11.9002
4.498 -20.2327 -7.0599 11.9205
4.499 -20.1547 -6.9085 11.9917
4.5 -20.2430 -6.9647 12.1342
4.501 -20.2214 -7.0241 12.0673
4.502 -20.0745 -7.2539 12.0145
4.503 -20.2173 -7.0662 11.8812
4.504 -20.4516 -6.8965 11.7936
4.505 -20.1858 -6.5643 12.0516
4.506 -20.1576 -6.2611 12.1751
4.507 -20.4064 -6.3556 12.5192
4.508 -20.5333 -6.4821 12.5630
4.509 -20.5485 -6.2231 12.7809
4.51 -20.4556 -6.1543 12.8213
4.511 -20.3114 -6.1701 13.0393
4.512 -20.3682 -5.9848 13.3985
4.513 -20.1960 -5.7028 13.3898
4.514 -20.4702 -5.8307 13.1772
4.515 -20.5603 -5.6297 13.2512
4.516 -20.5006 -5.8377 13.4371
4.517 -20.3212 -5.8765 13.2856
4.518 -20.5394 -5.9839 13.3264
4.519 -20.3880 -6.0478 13.3268
4.52 -20.3909 -5.6915 13.1139
4.521 -20.5500 -5.8625 13.3866
4.522 -20.3147 -5.8978 13.4627
4.523 -20.3225 -5.7070 13.2614
4.524 -20.2757 -5.5781 13.4649
4.525 -20.0377 -5.5726 13.2133
4.526 -19.5837 -5.5956 13.1785
4.527 -19.6180 -5.2415 13.0213
4.528 -19.1892 -5.2462 13.0634
4.529 -19.6679 -5.7482 13.2055
4.53 -19.9143 -5.4820 13.2272
4.531 -19.9173 -5.6551 13.2099
4.532 -19.5480 -5.8070 12.9257
4.533 -19.8758 -5.7481 13.0306
4.534 -19.6930 -5.4711 13.0267
4.535 -19.5330 -5.5912 13.1695
4.536 -19.6637 -5.7563 13.0709
4.537 -19.6903 -5.8578 13.3232
4.538 -19.7688 -5.8892 13.5719
4.539 -20.0523 -5.9964 13.7179
4.54 -19.5436 -6.0074 14.0208
4.541 -19.5264 -5.8035 14.0266
4.542 -19.5450 -5.7530 14.0626
4.543 -19.6844 -5.7813 14.1322
4.544 -19.8188 -5.8445 14.1685
4.545 -19.5044 -5.8879 14.2164
4.546 -19.6005 -5.6786 13.9290
4.547 -19.7890 -6.0112 13.8343
4.548 -20.0460 -6.1218 13.5459
4.549 -19.8831 -5.8939 13.3311
4.55 -19.6333 -6.0463 13.2457
4.551 -19.8443 -5.8200 13.2328
4.552 -19.9451 -5.5125 13.2127
4.553 -19.9886 -5.8928 13.1006
4.554 -20.2018 -6.0370 13.2039
4.555 -20.0225 -5.9266 13.4410
4.556 -20.2567 -6.0072 13.3506
4.557 -20.5875 -6.0551 13.3957
4.558 -20.7492 -6.1106 13.4325
4.559 -20.7506 -6.2430 13.5254
4.56 -21.0098 -6.3055 13.6289
4.561 -21.0405 -6.2612 13.8396
4.562 -20.9699 -6.1442 14.2703
4.563 -21.0299 -6.1852 14.3131
4.564 -20.8298 -6.2835 14.3183
4.565 -20.5735 -6.6315 14.3775
4.566 -20.7371 -6.5802 14.3084
4.567 -20.6475 -6.5210 14.2556
4.568 -20.5965 -6.4061 14.2182
4.569 -20.6593 -6.3007 14.1999
4.57 -20.8990 -6.2989 14.0221
4.571 -20.9595 -6.3093 13.9609
4.572 -21.0932 -6.2660 13.8323
4.573 -21.0400 -6.3581 13.7255
4.574 -21.0992 -6.4258 14.0760
4.575 -20.9565 -6.3570 14.1513
4.576 -21.0664 -6.5527 14.1521
4.577 -20.9955 -6.4978 14.4434
4.578 -21.1792 -6.3848 14.4777
4.579 -21.0499 -6.5686 14.4737
4.58 -21.0593 -6.9139 14.4689
4.581 -20.8523 -6.9897 14.4275
4.582 -20.6628 -6.9093 14.2701
4.583 -20.6011 -6.9472 14.4563
4.584 -20.7058 -6.9047 14.6431
4.585 -20.6978 -6.9748 14.5227
4.586 -20.8076 -6.9546 14.4604
4.587 -20.7990 -6.9916 14.6992
4.588 -20.5701 -6.7223 14.8304
4.589 -20.6808 -6.7727 14.7517
4.59 -20.8864 -6.7615 14.9731
4.591 -21.4015 -6.9435 15.0541
4.592 -21.1924 -6.8429 15.1367
4.593 -21.1012 -7.2381 15.1275
4.594 -21.4517 -7.3035 15.0000
4.595 -21.5501 -7.0485 15.1056
4.596 -21.4644 -7.1743 15.2779
4.597 -21.3908 -6.9778 15.1717
4.598 -21.5483 -6.9798 14.9425
4.599 -21.9454 -7.0311 14.6816
4.6 -21.9778 -7.0280 14.8487
4.601 -21.9522 -7.0549 14.8572
4.602 -22.2913 -7.4060 15.1494
4.603 -22.0645 -7.4749 15.2053
4.604 -21.8230 -7.2474 14.9952
4.605 -21.5559 -7.3401 15.2173
4.606 -21.7384 -7.0775 15.0914
4.607 -21.8229 -7.3970 15.0119
4.608 -21.7172 -7.3202 14.7765
4.609 -21.7221 -7.1748 14.9493
4.61 -21.6820 -7.0967 15.4754
4.611 -21.6889 -6.7081 15.6068
4.612 -21.6216 -7.0848 15.9667
4.613 -21.4739 -6.8753 16.2516
4.614 -21.3174 -6.5415 16.2645
4.615 -21.0693 -6.8968 16.5115
4.616 -21.3387 -6.7245 16.3081
4.617 -21.4192 -6.6260 16.1460
4.618 -21.5519 -6.2180 16.2396
4.619 -21.4319 -6.2699 16.3146
4.62 -21.3905 -5.7358 16.1250
4.621 -21.2232 -5.8210 16.1060
4.622 -20.9572 -5.9010 15.9625
4.623 -20.5648 -5.9640 16.0015
4.624 -20.2454 -6.1028 15.7346
4.625 -20.1704 -6.2054 15.7756
4.626 -19.9302 -6.3725 16.0205
4.627 -20.1385 -6.3408 15.9730
4.628 -20.4594 -6.5674 16.0213
4.629 -20.6538 -6.6897 15.7701
4.63 -20.9166 -6.9040 16.1208
4.631 -20.9531 -7.0498 16.2473
4.632 -20.9018 -6.9028 15.9333
4.633 -21.3937 -6.9884 16.1754
4.634 -21.4627 -7.1965 16.0788
4.635 -21.3097 -7.0190 16.0703
4.636 -21.4364 -6.9880 16.0256
4.637 -21.1119 -6.9326 15.9315
4.638 -21.0707 -7.1930 15.5206
4.639 -21.2011 -7.4146 15.7689
4.64 -21.4151 -7.2746 15.6356
